,Restaurants,lat-long
26159,slurpin chill sector 72 noida,"28.5851550000,77.3990270000"
26160,blessing bakers lawrence road new delhi,"28.6772046751,77.1563407034"
26161,momyani com mahipalpur new delhi,"28.5419605518,77.1287696064"
26162,nukkad pe bhukkad lajpat nagar 2 new delhi,"28.5717011456,77.2380997986"
26163,cake club vasant vihar new delhi,"28.5379250000,77.2075940000"
26164,flavors in a bowl sector 45 gurgaon,"28.4480514339,77.0730265975"
26165,the bunk hub 1 r k puram new delhi,"28.5771176341,77.1741452068"
26166,archana kitchen sector 33 gurgaon,"28.4313227670,77.0335967839"
26167,pizza forever sarita vihar new delhi,"28.5321911558,77.2971848398"
26168,k kathi rolls shalimar garden ghaziabad,"28.6894020796,77.3401994258"
26169,whiskkit sector 55 noida,"28.6041205377,77.3506003618"
26170,the grub fusion tilak nagar new delhi,"28.6425095052,77.0987178013"
26171,x factor restaurant mahipalpur new delhi,"28.5416913518,77.1294924617"
26172,rayos pizza chaap shop govind puram ghaziabad,"28.6832766418,77.4871043488"
26173,roll istaan kamla nagar new delhi,"28.6808158949,77.2066384926"
26174,hungroo rohini new delhi,"28.7005240000,77.1201800000"
26175,fetching rajendar nagar,"28.6816281000,77.3612887100"
26176,chefgiri 1 civil lines new delhi,"28.7007134618,77.2212699428"
26177,boss dk rajendra place new delhi,"28.6407137700,77.1850583300"
26178,chef knights tughlakabad new delhi,"28.5263387454,77.2576121986"
26179,2 pizza down safdarjung new delhi,"28.5616253112,77.1961862594"
26180,thyme pass food food truck,"28.5384600000,77.3672600000"
26181,the real heavens sector 125 noida,"28.5417860000,77.3356160000"
26182,kill the bill express connaught place new delhi,"28.6309390526,77.2207972035"
26183,zaika tandoori dil se gaur city 1 greater noida,"28.6117252231,77.4227839708"
26184,order please sector 132 noida,"28.5000967006,77.3799105361"
26185,biryani 99 indirapuram ghaziabad,"28.6406245383,77.3777744919"
26186,laxmi chinese food chhatarpur new delhi,"28.4984566875,77.1888946742"
26187,salad brigade sector 57 gurgaon,"28.4207664525,77.0851957798"
26188,time out hunger sector 21 gurgaon,"28.5172881960,77.0738644525"
26189,bhabhi g ki rasoi ashok vihar phase 3 new delhi,"28.6925193681,77.1832754463"
26190,the great cafe lajpat nagar 4 new delhi,"28.5624863501,77.2445649281"
26191,quick byte 1 connaught place new delhi,"28.6307763156,77.2157794610"
26192,yummy tandoor saket new delhi,"28.5147973396,77.2055086121"
26193,yum yum waffle south city 2 gurgaon,"28.4272978577,77.0452831686"
26194,chef gharwala sector 72 noida,"28.5914168717,77.3903942853"
26195,china town okhla phase 3 new delhi,"28.5499649611,77.2725852951"
26196,crunchy bites sigma 4,"28.4638640374,77.5504554436"
26197,urban pindz hajipur,"28.5384600000,77.3672600000"
26198,delhi 51 geeta colony new delhi,"28.6541022190,77.2725366801"
26199,food flu civil lines new delhi,"28.6993390000,77.2263770000"
26200,mish kitchen chhatarpur new delhi,"28.4988135089,77.1877282485"
26201,gurkha the bravehearts palam vihar gurgaon,"28.5013694763,77.0406646729"
26202,night fast food 1 knowledge park greater noida,"28.5911695832,77.4030234665"
26203,99 china sector 14 gurgaon,"28.4808966967,77.0496498048"
26204,chocolics south extension 2 new delhi,"28.5633152848,77.2206064314"
26205,bhabhi g ki rasoi ashok vihar phase 3 new delhi,"28.6925193681,77.1832754463"
26206,the great cafe lajpat nagar 4 new delhi,"28.5624863501,77.2445649281"
26207,quick byte 1 connaught place new delhi,"28.6307763156,77.2157794610"
26208,yummy tandoor saket new delhi,"28.5147973396,77.2055086121"
26209,yum yum waffle south city 2 gurgaon,"28.4272978577,77.0452831686"
26210,chef gharwala sector 72 noida,"28.5914168717,77.3903942853"
26211,china town okhla phase 3 new delhi,"28.5499649611,77.2725852951"
26212,crunchy bites sigma 4,"28.4638640374,77.5504554436"
26213,urban pindz hajipur,"28.5384600000,77.3672600000"
26214,delhi 51 geeta colony new delhi,"28.6541022190,77.2725366801"
26215,food flu civil lines new delhi,"28.6993390000,77.2263770000"
26216,mish kitchen chhatarpur new delhi,"28.4988135089,77.1877282485"
26217,gurkha the bravehearts palam vihar gurgaon,"28.5013694763,77.0406646729"
26218,night fast food 1 knowledge park greater noida,"28.5911695832,77.4030234665"
26219,99 china sector 14 gurgaon,"28.4808966967,77.0496498048"
26220,chocolics south extension 2 new delhi,"28.5633152848,77.2206064314"
26221,invention sector 49 gurgaon,"28.4277725637,77.0344014466"
26222,the metro fast food uttam nagar new delhi,"28.6180155384,77.0721572265"
26223,midnight wakers sector 22 faridabad,"28.3652650000,77.2982410000"
26224,tik tok rohini new delhi,"28.7165386983,77.1084501967"
26225,royal eats sector 83 gurgaon,"28.3925185220,76.9678058848"
26226,hindu bhojnalay raj nagar ghaziabad,"28.6983631148,77.4443710595"
26227,nawabs of biryani sector 10 dwarka new delhi,"28.5794930000,77.0561030000"
26228,waah kebab janakpuri new delhi,"28.6219863782,77.0744739845"
26229,sham rasoi alpha 1 greater noida,"28.4669494064,77.5050956011"
26230,yum yum china sector 50 gurgaon,"28.4192655670,77.0525244623"
26231,mrs mr yummy sector 20 dwarka new delhi,"28.5674778223,77.0622216538"
26232,mewa pan parlour dilshad garden new delhi,"28.6807561845,77.3182931542"
26233,aham banarasi gaur city 1 greater noida,"28.6150345000,77.4254884000"
26234,punjabi tadka shastri nagar ghaziabad,"28.6666417972,77.4802107364"
26235,chaap and snacks corner indirapuram ghaziabad,"28.6394904817,77.3765678331"
26236,sardaar jee di rasoi tilak nagar new delhi,"28.6501725000,77.0845846000"
26237,tasty oven 1 sector 10 dwarka new delhi,"28.5896979099,77.0567784458"
26238,fusion punjabi bagh new delhi,"28.6698280108,77.1488754451"
26239,da singh saab tilak nagar new delhi,"28.6373930036,77.1021466702"
26240,hungry monks sector 15 gurgaon,"28.4597377902,77.0478014275"
26241,chetana bakes vikaspuri new delhi,"28.6443661910,77.0700805262"
26242,taste buds sector 50 noida,"28.5811332992,77.3651627451"
26243,florence zaika naraina new delhi,"28.6282896161,77.1425548196"
26244,veggie noisse azadpur new delhi,"28.7292677833,77.2054630145"
26245,packman xpress ashok vihar phase 3 new delhi,"28.6925828952,77.1833793819"
26246,hotel royale paradise sector 12 noida,"28.5969742338,77.3441305384"
26247,panj darya kitchen crossing republik ghaziabad,"28.6261830000,77.4240180000"
26248,anushka food point sector 71 noida,"28.6945175132,77.4781286716"
26249,hot chinese indirapuram ghaziabad,"28.6395349143,77.3772206157"
26250,krishna foods pushpanjali new delhi,"28.6917900000,77.1136100000"
26251,chaap and snacks corner indirapuram ghaziabad,"28.6394904817,77.3765678331"
26252,sardaar jee di rasoi tilak nagar new delhi,"28.6501725000,77.0845846000"
26253,tasty oven 1 sector 10 dwarka new delhi,"28.5896979099,77.0567784458"
26254,fusion punjabi bagh new delhi,"28.6698280108,77.1488754451"
26255,da singh saab tilak nagar new delhi,"28.6373930036,77.1021466702"
26256,hungry monks sector 15 gurgaon,"28.4597377902,77.0478014275"
26257,chetana bakes vikaspuri new delhi,"28.6443661910,77.0700805262"
26258,taste buds sector 50 noida,"28.5811332992,77.3651627451"
26259,florence zaika naraina new delhi,"28.6282896161,77.1425548196"
26260,veggie noisse azadpur new delhi,"28.7292677833,77.2054630145"
26261,packman xpress ashok vihar phase 3 new delhi,"28.6925828952,77.1833793819"
26262,hotel royale paradise sector 12 noida,"28.5969742338,77.3441305384"
26263,panj darya kitchen crossing republik ghaziabad,"28.6261830000,77.4240180000"
26264,anushka food point sector 71 noida,"28.6945175132,77.4781286716"
26265,kings of food omega 1 greater noida,"28.4538070000,77.5113450000"
26266,auntys special tawa paratha tilak nagar new delhi,"28.6425156844,77.0987221599"
26267,khan kabab corner sector 15 gurgaon,"28.4553257493,77.0381699502"
26268,biryani roz saket new delhi,"28.5122975859,77.2024462000"
26269,urban thali hajipur,"28.5386909329,77.3656314611"
26270,nickrones treat shahpur jat new delhi,"28.5503451687,77.2140752524"
26271,oh ho cafe krishna nagar new delhi,"28.6597986561,77.2833882272"
26272,chickenation rohini new delhi,"28.7023390000,77.1238140000"
26273,bites@120 sector 10 dwarka new delhi,"28.5908071867,77.0578315482"
26274,delicious biryani sector 51 noida,"28.5826407166,77.3730155826"
26275,feasters nest south city gurgaon,"28.4583232336,77.0630471036"
26276,ahmad chicken corner paharganj new delhi,"28.6494099724,77.2129044682"
26277,rolls street greater kailash gk 1 new delhi,"28.5565980000,77.2372950000"
26278,sneha chinese express sector 7 gurgaon,"28.4626803258,77.0153906196"
26279,mr mrs biryani gamma 1 greater noida,"28.4817451338,77.5004228577"
26280,meals on wheels govind puram ghaziabad,"28.6824268876,77.4921817705"
26281,baglis kitchen sohna road gurgaon,"28.4182532682,77.0385206491"
26282,up town chef dlf phase 3 gurgaon,"28.4932665824,77.0936182514"
26283,krishna parantha house kamla nagar new delhi,"28.6746570092,77.2090779617"
26284,invites pitampura new delhi,"28.7145812578,77.1453355998"
26285,queens n kings malviya nagar new delhi,"28.5376777163,77.2095128149"
26286,chawla daa dhaba mayur vihar phase 3 new delhi,"28.6153463504,77.3240015656"
26287,shree balaji vaishno dhaba kamla nagar new delhi,"28.6777086000,77.2051747000"
26288,tsf the supper factory express sector 10 dwarka new delhi,"28.5908330932,77.0578489825"
26289,meals of mastery 1 sector 45 gurgaon,"28.4457726724,77.0750248432"
26290,my choice pasta sector 56 gurgaon,"28.4216035776,77.1040329337"
26291,call it biryani sector 15 gurgaon,"28.4544219774,77.0392438397"
26292,biryani boyz 1 kamla nagar new delhi,"28.6822733488,77.1925176680"
26293,joy of china green park new delhi,"28.5580276589,77.2073807940"
26294,shaahi khaana sector 2 dwarka new delhi,"28.5990045200,77.0699769259"
26295,burgers wraps malviya nagar new delhi,"28.5326835000,77.2153889000"
26296,chocomore punjabi bagh new delhi,"28.6650708650,77.1170916036"
26297,sanjha chullha restaurant sector 7 dwarka new delhi,"28.5865189784,77.0713847503"
26298,the millennial baker shahdara new delhi,"28.6599375180,77.2980146483"
26299,cravy knights indirapuram ghaziabad,"28.6412821914,77.3512454331"
26300,The secret ingredient,"28.5412295279,77.1551477909"
26301,aao ji khaao ji shalimar bagh,"28.7189209806,77.1687157452"
26302,vintage food express sector 72 noida,"28.5711602469,77.3820978776"
26303,shivay exortica night kitchen pitampura new delhi,"28.6837084283,77.1340575814"
26304,sushis kitchen omega 1 greater noida,"28.4511581941,77.5089566410"
26305,home taste 1 malviya nagar new delhi,"28.5330966185,77.2217312828"
26306,nivus cafe tilak nagar,"28.6450200000,77.0997980000"
26307,food anthem ballabhgarh faridabad,"28.5914490000,77.3335720000"
26308,zasty dlf phase 4 gurgaon,"28.4617335829,77.0879366621"
26309,hot hot sudhir chinese point 1 moti nagar new delhi,"28.6575747818,77.1390029043"
26310,my choice pasta sector 56 gurgaon,"28.4216035776,77.1040329337"
26311,call it biryani sector 15 gurgaon,"28.4544219774,77.0392438397"
26312,biryani boyz 1 kamla nagar new delhi,"28.6822733488,77.1925176680"
26313,joy of china green park new delhi,"28.5580276589,77.2073807940"
26314,shaahi khaana sector 2 dwarka new delhi,"28.5990045200,77.0699769259"
26315,burgers wraps malviya nagar new delhi,"28.5326835000,77.2153889000"
26316,chocomore punjabi bagh new delhi,"28.6650708650,77.1170916036"
26317,sanjha chullha restaurant sector 7 dwarka new delhi,"28.5865189784,77.0713847503"
26318,the millennial baker shahdara new delhi,"28.6599375180,77.2980146483"
26319,cravy knights indirapuram ghaziabad,"28.6412821914,77.3512454331"
26320,The secret ingredient,"28.5412295279,77.1551477909"
26321,aao ji khaao ji shalimar bagh,"28.7189209806,77.1687157452"
26322,vintage food express sector 72 noida,"28.5711602469,77.3820978776"
26323,shivay exortica night kitchen pitampura new delhi,"28.6837084283,77.1340575814"
26324,sushis kitchen omega 1 greater noida,"28.4511581941,77.5089566410"
26325,home taste 1 malviya nagar new delhi,"28.5330966185,77.2217312828"
26326,nivus cafe tilak nagar,"28.6450200000,77.0997980000"
26327,food anthem ballabhgarh faridabad,"28.5914490000,77.3335720000"
26328,zasty dlf phase 4 gurgaon,"28.4617335829,77.0879366621"
26329,hot hot sudhir chinese point 1 moti nagar new delhi,"28.6575747818,77.1390029043"
26330,urban o chaska 1 sector 110 noida,"28.5399770000,77.3679950000"
26331,pub burger sector 83 gurgaon,"28.4027166736,76.9531683996"
26332,daddys dhaba ashok vihar phase 3 new delhi,"28.6930840000,77.1769780000"
26333,ok restaurant badarpur border faridabad,"28.5038763534,77.3019216210"
26334,punjabiyan di rasoi shahdara new delhi,"28.6948586705,77.2550704703"
26335,momoland sohna road gurgaon,"28.4175402596,77.0370387286"
26336,venus foods sahibabad ghaziabad,"28.6771137000,77.3520323000"
26337,af kitchen rohini new delhi,"28.7031290000,77.1134190000"
26338,heavens bowl xpress sahibabad ghaziabad,"28.6785342256,77.3590124398"
26339,pizzaroni greater kailash gk 1 new delhi,"28.5573585886,77.2358842939"
26340,bite of crossing crossing republik ghaziabad,"28.6294617565,77.4354577437"
26341,wok chow malviya nagar new delhi,"28.5365616940,77.2119898349"
26342,mother rasoi 1 rohini new delhi,"28.7165581049,77.1043598279"
26343,master biryani madhu vihar,"28.6009443972,77.0612423122"
26344,mabaker sector 22 noida,"28.5972006081,77.3445965722"
26345,china kitchen indirapuram ghaziabad,"28.6395911172,77.3769007623"
26346,momo kingdom dlf phase 3 gurgaon,"28.4874250000,77.1037900000"
26347,bellboy sector 135 noida,"28.4947030000,77.4251970000"
26348,bhog 1 lajpat nagar 1 new delhi,"28.5786100933,77.2413875163"
26349,the food street vasant kunj new delhi,"28.5071653191,77.1661589295"
26350,the fusion food stand sector 72 noida,"28.5808453565,77.3831493035"
26351,buddys dlf phase 3 gurgaon,"28.5006600000,77.0926600000"
26352,city hut hajipur,"28.5384600000,77.3672600000"
26353,saj bake shake rajouri garden new delhi,"28.6491960682,77.1210126579"
26354,my mona sikandarpur gurgaon,"28.4832490000,77.0969800000"
26355,the oreganos dlf phase 3 gurgaon,"28.4935535859,77.0950176939"
26356,fukrey adda laxmi nagar new delhi,"28.6323530586,77.2787788510"
26357,food corner sector 63 noida,"28.6037046130,77.3785791546"
26358,the indian baker sector 17 gurgaon,"28.4754522738,77.0581527427"
26359,green cafe and food sector 2 dwarka new delhi,"28.6005119755,77.0658067614"
26360,mr pizza krishna nagar new delhi,"28.6467368750,77.2846810520"
26361,anaya home kitchen dlf phase 1 gurgaon,"28.4662104941,77.0987627283"
26362,new india spices cuisine sector 64 noida,"28.6124373000,77.3757636000"
26363,dilli chowpatty sector 30 gurgaon,"28.4613220000,77.0528200000"
26364,the highland grill sector 110 noida,"28.5399265138,77.3678704351"
26365,smoking tikka sector 44 noida,"28.5536597783,77.3397873715"
26366,vandana cake point south city gurgaon,"28.4572906748,77.0615333319"
26367,south delhi chicken corner sheikh sarai new delhi,"28.5364317999,77.2227226943"
26368,chinese cuisines indirapuram ghaziabad,"28.6395472731,77.3772310093"
26369,hungrys nights kamla nagar new delhi,"28.6819377391,77.2063313797"
26370,the backstage uttam nagar new delhi,"28.6160695013,77.0715741813"
26371,new chulha mahipalpur new delhi,"28.5500294581,77.1312999353"
26372,aarohi food mart dosa centre gaur city 2 greater noida,"28.6224310000,77.4225510000"
26373,mr spice kitchen janakpuri new delhi,"28.6116748920,77.0900968462"
26374,100 restaurant uttam nagar new delhi,"28.6213677470,77.0691984147"
26375,saffron foods sector 12 gurgaon,"28.4686780343,77.0380455628"
26376,ghar ka chulha sector 21 gurgaon,"28.5162641680,77.0717941225"
26377,food paradise saket new delhi,"28.5122987644,77.2024394944"
26378,the pizza parlar sector 41 noida,"28.5613302476,77.3600997403"
26379,chilli gun gamma 1,"28.5029410000,77.4622820000"
26380,crypto kitchen 3 sector 72 noida,"28.5717179290,77.3824418709"
26381,katyani rasoi 1 geeta colony new delhi,"28.6521141891,77.2768399492"
26382,biryani darbar mukherjee nagar new delhi,"28.7057724000,77.2133581000"
26383,order taste tilak nagar new delhi,"28.6373150242,77.0869586617"
26384,midnite grub mahipalpur new delhi,"28.5468519785,77.1262912452"
26385,smoking tikka sector 44 noida,"28.5536597783,77.3397873715"
26386,vandana cake point south city gurgaon,"28.4572906748,77.0615333319"
